movie_id|poster_image|name|born
415660|http://image.tmdb.org/t/p/w300/fes96sycbYbaKQrRpCc70WcnNPu.jpg|Channing Tatum|1980
415661|http://image.tmdb.org/t/p/w300/nTYKqSQzJ9VlYKgqoES7WIDHywi.jpg|Kevin Hart|1980
415663|http://image.tmdb.org/t/p/w300/7l7U7YA1j3QwL3m2Vtn37WV6Fm9.jpg|Chris Hemsworth|1983
415664|http://image.tmdb.org/t/p/w300/rA0aS2GACY2fwrc7mEJR3f5k5FD.jpg|Tom Hiddleston|1981
415665|http://image.tmdb.org/t/p/w300/kj38Cd6OQohH3isCpnfHKlRQgSw.jpg|Idris Elba|1972
415666|http://image.tmdb.org/t/p/w300/d5eR6803JcwrKWgXs11SPNByrlH.jpg|Jaimie Alexander|1984
415667|http://image.tmdb.org/t/p/w300/hjWdhX7zEI0DkF7gA4hcEVcYCZl.jpg|Stellan Skarsgård|1951
415668|http://image.tmdb.org/t/p/w300/rXrYId44yFmeIBhNh5zJNhrGpU1.jpg|Zachary Levi|1980
415669|http://image.tmdb.org/t/p/w300/9ZcxKFZ58ZVDDrrE7cYwcKZ6NvJ.jpg|Christopher Eccleston|1964
415670|http://image.tmdb.org/t/p/w300/n1cRWfPAODjbrjZEK7uSW4cJcmx.jpg|Adewale Akinnuoye-Agbaje|1967
415671|http://image.tmdb.org/t/p/w300/4vVwsUwjNUwbDocEp2WR6OA8g1.jpg|Kat Dennings|1986
415672|http://image.tmdb.org/t/p/w300/7tGR6KqfMRd9NEpkslunjx7OJCV.jpg|Tadanobu Asano|1973
415673|http://image.tmdb.org/t/p/w300/2FKiC1rWPsbcbKvK3hTocxTo3GA.jpg|Rene Russo|1954
415674|http://image.tmdb.org/t/p/w300/cxzilQP3rxybruyoD4xIsxNvc8x.jpg|Anthony Hopkins|1937
415675|http://image.tmdb.org/t/p/w300/7Q5X0Kd1Dt1gubdrARC3XFc1fDc.jpg|Clive Russell|1945
415676|http://image.tmdb.org/t/p/w300/hmTLgS5aT1t1sdg1GfdXM9yYUPI.jpg|Chris O'Dowd|1979
415677|http://image.tmdb.org/t/p/w300/8ljyYhiinZD1RlVkzy0woxfu4bY.jpg|Tony Curran|1969
415678|http://image.tmdb.org/t/p/w300/twwKGV7bCSH3Ure1fum8SvAtmAH.jpg|Talulah Riley|1985
415679|http://image.tmdb.org/t/p/w300/abAWQ1teqGMOpbdoSlha26RvmHu.jpg|Richard Brake|1964
415820||Simon Beaufoy|
415821||Francis Lawrence|
416256|http://image.tmdb.org/t/p/w300/3nNL6AvMAYq0BmHKM79RnRZVq3i.jpg|Powers Boothe|1948
416257|http://image.tmdb.org/t/p/w300/9VzK7fDfZRhzMwCzNK3AXmnyuP.jpg|Alexis Denisof|1966
416258|http://image.tmdb.org/t/p/w300/e4GJkGmRGvrqPG5jcTNHBCmL1x9.jpg|Ashley Johnson|1983
416259|http://image.tmdb.org/t/p/w300/9XIiW2q5bz0f8Vm3PBpEirTuUNm.jpg|Harry Dean Stanton|1926
416260|http://image.tmdb.org/t/p/w300/pJFI2xppg82xZmJQOMYMFenNpGD.jpg|Enver Gjokaj|1980
416261|http://image.tmdb.org/t/p/w300/uQGDiNRAcTrOH9CNEWzTgJFkn7L.jpg|Jerzy Skolimowski|1938
416262|http://image.tmdb.org/t/p/w300/baftIOSfDEYAou4Ntwq94BPNHGN.jpg|Joss Whedon|1964
416067||Alan Taylor|
416068||Don Payne|
416069||Robert Rodat|
416093||Chris Morgan|
416094||Justin Lin|
416139|http://image.tmdb.org/t/p/w300/13fru6O93xArh4ebvnvDJkXQIhz.jpg|Leonardo DiCaprio|1974
416140|http://image.tmdb.org/t/p/w300/1nSuwQWq57E1AJa2kZjDxPUl49z.jpg|Carey Mulligan|1985
416141|http://image.tmdb.org/t/p/w300/g423LRluvo5JjxGtEgnclsNdX7Y.jpg|Tobey Maguire|1975
416142|http://image.tmdb.org/t/p/w300/k0wyfdMPh6TSaDKkrreuQIfg1sr.jpg|Jason Clarke|1969
416143|http://image.tmdb.org/t/p/w300/qZNrUxP6fizxC3VoiSl5piTCcEG.jpg|Joel Edgerton|1974
416144|http://image.tmdb.org/t/p/w300/a4oVlU0LMJjwOjP5a1jHol1Nv5l.jpg|Callan McAuliffe|1995
416145|http://image.tmdb.org/t/p/w300/d1Xl89KAgXyqkIUUyCRlpzLqYIh.jpg|Amitabh Bachchan|1942
416146|http://image.tmdb.org/t/p/w300/azRCXQlVEKnvkgx2MtqlZKZYWht.jpg|Adelaide Clemens|1989
416147|http://image.tmdb.org/t/p/w300/q7sQhwMo5By0WIh8qpwHnzznSzf.jpg|Vince Colosimo|1966
416148|http://image.tmdb.org/t/p/w300/5fWNstvlHs3oWJtvb2kU6RuRErt.jpg|Baz Luhrmann|1962
416149|http://image.tmdb.org/t/p/w300/w4wJ67X6whuy7KSkhUgw7Gly30F.jpg|Jay-Z|1969
416165|http://image.tmdb.org/t/p/w300/gmx8QIn5l1psAEeq4BJKZcFFI0j.jpg|Sean Connery|1930
416166|http://image.tmdb.org/t/p/w300/cRJqOew3Tqp629cV3seyvBdzwuM.jpg|Alec Baldwin|1958
416167|http://image.tmdb.org/t/p/w300/gjVe5sizXzlw9HfUIY9jB5C8pBB.jpg|Scott Glenn|1941
416168|http://image.tmdb.org/t/p/w300/mrbhjPg0SNCJu6Auj4WMheMg5EC.jpg|Sam Neill|1947
416169|http://image.tmdb.org/t/p/w300/pxC7jiRTHArPldgkqSneXRsrRJ9.jpg|James Earl Jones|1931
416170|http://image.tmdb.org/t/p/w300/b1Ijg1F0RX8ZQG8jJ03VTjWpd8b.jpg|Joss Ackland|1928
416171|http://image.tmdb.org/t/p/w300/lsIKxCURO9l4zEnVLwbVG2o1fLQ.jpg|Richard Jordan|1937
416172|http://image.tmdb.org/t/p/w300/x1kO6TTg3rnz0WAxYgmunsPaxvR.jpg|Courtney B. Vance|1960
416173|http://image.tmdb.org/t/p/w300/2qFPG3fIwshfPGDwIoP5aKVKFQM.jpg|Peter Firth|1953
416174|http://image.tmdb.org/t/p/w300/x5IMeQdb00fNwj95YetyvOuLGoY.jpg|Tim Curry|1946
416175|http://image.tmdb.org/t/p/w300/tstfddskUkJvtWcRBLZ6dsvffhM.jpg|Jeffrey Jones|1946
416176|http://image.tmdb.org/t/p/w300/1UEUs6UJdxjSbGakZflWuN4TS7T.jpg|Timothy Carhart|1953
416177|http://image.tmdb.org/t/p/w300/wk6ihO1JvxBwfvPGkYLKMHpQcGb.jpg|Fred Thompson|1942
416178|http://image.tmdb.org/t/p/w300/tknmquMIO2oAVUZ0vVX78ALHyaT.jpg|John McTiernan|1951
416253|http://image.tmdb.org/t/p/w300/i01zr4Pz8cIX06q3vRYAZdhBjLd.jpg|Cobie Smulders|1982
416254|http://image.tmdb.org/t/p/w300/2AwYEHV0cXXo3vtjiuwHMEkqh6R.jpg|Jenny Agutter|1952
416255|http://image.tmdb.org/t/p/w300/nSnqCXgUPjRWFSPXgS8i68yY1vM.jpg|Walter Perez|1982
416493|http://image.tmdb.org/t/p/w300/qLJgs8pgccWly2Jc01baLBoAdz2.jpg|Rachel McAdams|1978
416494|http://image.tmdb.org/t/p/w300/3mrUl2agLneG40JFd2zzXmxZ65w.jpg|Arliss Howard|1954
416495|http://image.tmdb.org/t/p/w300/AjR0aCaDOK6S38I8ziICgVbxH5I.jpg|Ron Livingston|1967
416496|http://image.tmdb.org/t/p/w300/mNiLxh1UZWXrVoXow3PB094mYCL.jpg|Maggie Castle|1983
416497|http://image.tmdb.org/t/p/w300/aGJFBcFEAbNZNQsUHVUIC8ZofLo.jpg|Robert Schwentke|
416511||Bruce Joel Rubin|
416321|http://image.tmdb.org/t/p/w300/59cs4jtsUkzsUZDkLjeEH8Emkf8.jpg|Liam Neeson|1952
416322|http://image.tmdb.org/t/p/w300/9XzAE3ZnCnazub4xrSY8YBN7sNq.jpg|Sam Worthington|1976
416323|http://image.tmdb.org/t/p/w300/4ZDzbIjbnpRK8q1VKA3s6sbs6go.jpg|Rosamund Pike|1979
416324|http://image.tmdb.org/t/p/w300/95C56hfbvSA1UNvD433EzXviyV5.jpg|Ralph Fiennes|1962
416325|http://image.tmdb.org/t/p/w300/x3R0shSJbrssotuWIwWSxfJRQls.jpg|Bill Nighy|1949
416326|http://image.tmdb.org/t/p/w300/jc1eGtCShQ2ZkzqWApiWbA1lbTF.jpg|Danny Huston|1962
416327|http://image.tmdb.org/t/p/w300/2ZjEK49sYX0E6lnAK9six1MbVLr.jpg|Toby Kebbell|1982
416328|http://image.tmdb.org/t/p/w300/5ef2DWJNvwFPdcYjbTSRmTUkq3q.jpg|Lily James|1989
416329|http://image.tmdb.org/t/p/w300/h14uj9f3EAJAgWqNSFzWN93ZxEQ.jpg|Martin Bayfield|1966
416330|http://image.tmdb.org/t/p/w300/xE44juqNVxXXszLnkL5jShLK6y1.jpg|Jonathan Liebesman|1976
416374||Dan Mazeau|
416375||David Johnson|
416377|http://image.tmdb.org/t/p/w300/kQISVkyVwSDd1k9htv9YIV10uGs.jpg|Brie Larson|1989
416378|http://image.tmdb.org/t/p/w300/cCwFcI3P9oa1Yy7jcPQyjehdsur.jpg|Ellie Kemper|1980
416379|http://image.tmdb.org/t/p/w300/gy2qyd40S0oU13PTrnuUiy5lvYM.jpg|Ice Cube|1969
416380|http://image.tmdb.org/t/p/w300/nr5BJGQX6G6oGEOwd9FPzbpTekr.jpg|Nick Offerman|1970
416381|http://image.tmdb.org/t/p/w300/XlCJd5nb4lb2NBsjzn4D7dlCwN.jpg|Rob Riggle|1970
416382|http://image.tmdb.org/t/p/w300/cqSPVCB46cTV9jHthKk2d0Fz3md.jpg|Johnny Depp|1963
416383|http://image.tmdb.org/t/p/w300/dckdQmpsVDainnnNRLKh2ceWjYQ.jpg|Jake M. Johnson|1978
416513|http://image.tmdb.org/t/p/w300/aCa4ELD1MfsVjLWYAynYbhXHQmu.jpg|Sandra Bullock|1964
416514|http://image.tmdb.org/t/p/w300/iSx8zmrDe4jd7xXZvLpfJ2d3rmM.jpg|Shohreh Aghdashloo|1952
416515|http://image.tmdb.org/t/p/w300/fauMGxa6dc86nHNenQ8X6DlE6YV.jpg|Christopher Plummer|1929
416516|http://image.tmdb.org/t/p/w300/pnzRL2TyIJyRrsUeNb7fXqRlKD3.jpg|Ebon Moss-Bachrach|1978
416517|http://image.tmdb.org/t/p/w300/l3q5vBixKV4LrJWaRdnXQ2Rc3PW.jpg|Willeke van Ammelrooy|1944
416518|http://image.tmdb.org/t/p/w300/dwMmHVEli5TKhAgCy2RfjIFzhOr.jpg|Dylan Walsh|1963
416519|http://image.tmdb.org/t/p/w300/4vjt3TWRbIpNfEeL5pjvDIob599.jpg|Lynn Collins|1977
416520|http://image.tmdb.org/t/p/w300|Alejandro Agresti|
416521|http://image.tmdb.org/t/p/w300|David Auburn|
416522|http://image.tmdb.org/t/p/w300|Eun-Jeong Kim|
416523|http://image.tmdb.org/t/p/w300|Ji-na Yeo|
416384|http://image.tmdb.org/t/p/w300/9SavxrnnZFQNd0yFq0WWk4Cmall.jpg|Phil Lord|1975
416385|http://image.tmdb.org/t/p/w300/tBJhILp15Gvog1qkeTkYhtb7NBW.jpg|Chris Miller|1975
416386|http://image.tmdb.org/t/p/w300/vDTiJsbZwHCE2FqbGSVxguEjUbg.jpg|Stephen J. Cannell|1941
416448||Ed Solomon|
416599|http://image.tmdb.org/t/p/w300/aneByKd0ZvfVPMROEq3NmSObGmB.jpg|Claire Forlani|1972
416600|http://image.tmdb.org/t/p/w300/vZKPzKDdqMbxMaJXmnoXXh3YQcw.jpg|Jeffrey Tambor|1944
416601|http://image.tmdb.org/t/p/w300/wJ8xccf8SPKc45psGBRprZUdWzG.jpg|Marcia Gay Harden|1959
416602|http://image.tmdb.org/t/p/w300/AdIO9QMDMFT3cuZE20Q350SllaL.jpg|Jake Weber|1964
416603|http://image.tmdb.org/t/p/w300/lsy3wzElqo3aiEBNSKNvJD6mdUS.jpg|June Squibb|1935
416604|http://image.tmdb.org/t/p/w300|Ron Osborn|
416605|http://image.tmdb.org/t/p/w300|Jeff Reno|
416606|http://image.tmdb.org/t/p/w300|Kevin Wade|
416607|http://image.tmdb.org/t/p/w300|Bo Goldman|
416608|http://image.tmdb.org/t/p/w300|Martin Brest||
